week,date,player,team,actual,prediction,opening_line,closing_line,line_movement,bet_type,edge,odds,won,profit,clv,used_opening
2,2025-10-26,Lonzo Ball,Cleveland Cavaliers,11,7.834930419921875,,6.5,,OVER,1.334930419921875,-121.0,True,82.64462809917356,,False
2,2025-10-26,Immanuel Quickley,Toronto Raptors,14,14.353236198425293,15.5,16.5,1.0,UNDER,1.146763801574707,-102.0,True,98.0392156862745,-1.0,True
2,2025-10-26,Keldon Johnson,San Antonio Spurs,19,10.02277946472168,11.5,11.5,0.0,UNDER,1.4772205352783203,-112.0,False,-100.0,-0.0,True
2,2025-10-26,Cam Thomas,Brooklyn Nets,41,23.200763702392578,22.5,22.5,0.0,OVER,0.7007637023925781,-118.0,True,84.7457627118644,0.0,True
2,2025-10-26,Giannis Antetokounmpo,Milwaukee Bucks,40,27.1295223236084,30.5,31.5,1.0,UNDER,3.3704776763916016,-116.0,False,-100.0,-1.0,True
2,2025-10-26,Harrison Barnes,San Antonio Spurs,4,9.794054985046387,9.5,9.5,0.0,OVER,0.2940549850463867,-118.0,False,-100.0,0.0,True
2,2025-10-26,Jamal Shead,Toronto Raptors,6,6.993146896362305,5.5,5.5,0.0,OVER,1.4931468963623047,-107.0,True,93.45794392523365,0.0,True
2,2025-10-26,Cam Whitmore,Washington Wizards,10,6.240957260131836,11.5,11.5,0.0,UNDER,5.259042739868164,-123.0,True,81.30081300813008,-0.0,True
2,2025-10-26,Michael Porter Jr.,Brooklyn Nets,15,16.735984802246094,18.5,18.5,0.0,UNDER,1.7640151977539062,-108.0,True,92.5925925925926,-0.0,True
2,2025-10-26,Jakob Poeltl,Toronto Raptors,4,11.155186653137207,10.5,10.5,0.0,OVER,0.655186653137207,-115.0,False,-100.0,0.0,True
2,2025-10-26,Terance Mann,Brooklyn Nets,7,8.139017105102539,,7.5,,OVER,0.6390171051025391,-103.0,False,-100.0,,False
2,2025-10-26,LaMelo Ball,Charlotte Hornets,38,21.658771514892578,25.5,25.5,0.0,UNDER,3.841228485107422,-112.0,False,-100.0,-0.0,True
2,2025-10-26,Bam Adebayo,Miami Heat,19,19.94150733947754,18.5,18.5,0.0,OVER,1.441507339477539,-112.0,True,89.28571428571429,0.0,True
2,2025-10-26,Cade Cunningham,Detroit Pistons,25,25.635435104370117,26.5,27.5,1.0,UNDER,0.8645648956298828,-103.0,True,97.0873786407767,-1.0,True
2,2025-10-26,Aaron Nesmith,Indiana Pacers,18,10.017594337463379,,12.5,,UNDER,2.482405662536621,-119.0,False,-100.0,,False
2,2025-10-26,Norman Powell,Miami Heat,29,17.07840347290039,21.5,21.5,0.0,UNDER,4.421596527099609,-122.0,False,-100.0,-0.0,True
2,2025-10-26,Derrick White,Boston Celtics,15,15.43501091003418,21.5,19.5,-2.0,UNDER,6.06498908996582,-116.0,True,86.20689655172413,2.0,True
2,2025-10-26,Ryan Rollins,Milwaukee Bucks,14,8.797799110412598,10.5,12.5,2.0,UNDER,1.7022008895874023,-115.0,False,-100.0,-2.0,True
2,2025-10-26,Tobias Harris,Detroit Pistons,18,10.900032997131348,14.5,14.5,0.0,UNDER,3.5999670028686523,-129.0,False,-100.0,-0.0,True
2,2025-10-26,Jaylen Brown,Boston Celtics,41,18.280080795288086,22.5,22.5,0.0,UNDER,4.219919204711914,-109.0,False,-100.0,-0.0,True
2,2025-10-26,Jaden McDaniels,Minnesota Timberwolves,11,11.435616493225098,12.5,12.5,0.0,UNDER,1.0643835067749023,-111.0,True,90.09009009009009,-0.0,True
2,2025-10-26,Jarrett Allen,Cleveland Cavaliers,8,8.965137481689453,13.5,13.5,0.0,UNDER,4.534862518310547,-107.0,True,93.45794392523365,-0.0,True
2,2025-10-26,Donovan Mitchell,Cleveland Cavaliers,24,24.43964195251465,28.5,28.5,0.0,UNDER,4.060358047485352,-115.0,True,86.95652173913044,-0.0,True
2,2025-10-26,OG Anunoby,New York Knicks,14,18.95637321472168,15.5,16.5,1.0,OVER,3.4563732147216797,-120.0,False,-100.0,1.0,True
2,2025-10-26,Isaiah Stewart,Detroit Pistons,9,7.7104315757751465,,7.5,,OVER,0.21043157577514648,-101.0,True,99.00990099009901,,False
2,2025-10-26,Rudy Gobert,Minnesota Timberwolves,14,11.802231788635254,10.5,10.5,0.0,OVER,1.302231788635254,-101.0,True,99.00990099009901,0.0,True
2,2025-10-26,Karl-Anthony Towns,New York Knicks,15,23.068845748901367,21.5,21.5,0.0,OVER,1.5688457489013672,-111.0,False,-100.0,0.0,True
2,2025-10-26,Naji Marshall,Dallas Mavericks,12,9.612638473510742,8.5,8.5,0.0,OVER,1.1126384735107422,-114.0,True,87.71929824561403,0.0,True
2,2025-10-26,Donte DiVincenzo,Minnesota Timberwolves,17,9.942463874816895,12.5,11.5,-1.0,UNDER,2.5575361251831055,-128.0,False,-100.0,1.0,True
2,2025-10-26,Payton Pritchard,Boston Celtics,21,12.742645263671875,16.5,15.5,-1.0,UNDER,3.757354736328125,-120.0,False,-100.0,1.0,True
2,2025-10-26,Collin Sexton,Charlotte Hornets,20,14.126250267028809,16.5,17.5,1.0,UNDER,2.3737497329711914,-106.0,False,-100.0,-1.0,True
2,2025-10-26,Ausar Thompson,Detroit Pistons,21,11.378910064697266,13.5,13.5,0.0,UNDER,2.1210899353027344,-127.0,False,-100.0,-0.0,True
2,2025-10-26,Evan Mobley,Cleveland Cavaliers,23,17.651559829711914,19.5,20.5,1.0,UNDER,1.848440170288086,-122.0,False,-100.0,-1.0,True
2,2025-10-26,Andrew Wiggins,Miami Heat,9,13.212753295898438,16.5,15.5,-1.0,UNDER,3.2872467041015625,-126.0,True,79.36507936507937,1.0,True
2,2025-10-26,Miles Bridges,Charlotte Hornets,22,18.11478042602539,21.5,20.5,-1.0,UNDER,3.3852195739746094,-124.0,False,-100.0,1.0,True
2,2025-10-26,Jaime Jaquez Jr.,Miami Heat,17,14.321402549743652,10.5,10.5,0.0,OVER,3.8214025497436523,-115.0,True,86.95652173913044,0.0,True
2,2025-10-26,Kyshawn George,Washington Wizards,6,11.349660873413086,14.5,15.5,1.0,UNDER,3.150339126586914,-106.0,True,94.33962264150944,-1.0,True
2,2025-10-26,Duncan Robinson,Detroit Pistons,8,10.057076454162598,11.5,12.5,1.0,UNDER,1.4429235458374023,-111.0,True,90.09009009009009,-1.0,True
2,2025-10-26,Gary Trent Jr.,Milwaukee Bucks,6,11.860555648803711,13.5,13.5,0.0,UNDER,1.639444351196289,-119.0,True,84.03361344537815,-0.0,True
2,2025-10-26,Josh Hart,New York Knicks,6,8.989147186279297,8.5,9.5,1.0,OVER,0.4891471862792969,-111.0,False,-100.0,1.0,True
2,2025-10-26,Gradey Dick,Toronto Raptors,10,7.039717674255371,8.5,7.5,-1.0,UNDER,1.460282325744629,-112.0,False,-100.0,1.0,True
2,2025-10-26,Jarace Walker,Indiana Pacers,5,8.144952774047852,,11.5,,UNDER,3.3550472259521484,-113.0,True,88.49557522123894,,False
2,2025-10-26,Sam Merrill,Cleveland Cavaliers,17,8.804851531982422,11.5,10.5,-1.0,UNDER,2.695148468017578,-125.0,False,-100.0,1.0,True
2,2025-10-26,Julius Randle,Minnesota Timberwolves,31,16.845556259155273,20.5,20.5,0.0,UNDER,3.6544437408447266,-107.0,False,-100.0,-0.0,True
2,2025-10-26,Scottie Barnes,Toronto Raptors,33,17.35905647277832,17.5,17.5,0.0,UNDER,0.1409435272216797,-115.0,False,-100.0,-0.0,True
2,2025-10-26,Victor Wembanyama,San Antonio Spurs,31,23.419193267822266,29.5,28.5,-1.0,UNDER,6.080806732177734,-118.0,False,-100.0,1.0,True
2,2025-10-26,Alex Sarr,Washington Wizards,23,12.2062349319458,13.5,13.5,0.0,UNDER,1.2937650680541992,-123.0,False,-100.0,-0.0,True
2,2025-10-26,P.J. Washington,Dallas Mavericks,17,14.560968399047852,14.5,14.5,0.0,OVER,0.06096839904785156,-114.0,True,87.71929824561403,0.0,True
2,2025-10-26,Anthony Davis,Dallas Mavericks,25,22.034894943237305,25.5,26.5,1.0,UNDER,3.4651050567626953,-112.0,True,89.28571428571429,-1.0,True
2,2025-10-26,Davion Mitchell,Miami Heat,9,7.660498142242432,9.5,9.5,0.0,UNDER,1.8395018577575684,-117.0,True,85.47008547008546,-0.0,True
2,2025-10-26,Myles Turner,Milwaukee Bucks,13,10.609297752380371,13.5,14.5,1.0,UNDER,2.890702247619629,-115.0,True,86.95652173913044,-1.0,True
2,2025-10-26,Neemias Queta,Boston Celtics,4,6.479978561401367,8.5,7.5,-1.0,UNDER,2.020021438598633,-121.0,True,82.64462809917356,1.0,True
2,2025-10-26,Ben Sheppard,Indiana Pacers,6,5.576185703277588,,9.5,,UNDER,3.923814296722412,-102.0,True,98.0392156862745,,False
2,2025-10-26,Brandon Ingram,Toronto Raptors,22,21.82097053527832,20.5,20.5,0.0,OVER,1.3209705352783203,-103.0,True,97.0873786407767,0.0,True
2,2025-10-26,Kel'el Ware,Miami Heat,5,10.044434547424316,10.5,10.5,0.0,UNDER,0.4555654525756836,-117.0,True,85.47008547008546,-0.0,True
2,2025-10-26,Jordan Clarkson,New York Knicks,8,8.894654273986816,,9.5,,UNDER,0.6053457260131836,-105.0,True,95.23809523809523,,False
2,2025-10-26,Jalen Duren,Detroit Pistons,24,8.151627540588379,13.5,12.5,-1.0,UNDER,5.348372459411621,-121.0,False,-100.0,1.0,True
2,2025-10-26,Ochai Agbaji,Toronto Raptors,5,7.615822792053223,,3.5,,OVER,4.115822792053223,-129.0,True,77.51937984496125,,False
2,2025-10-26,Khris Middleton,Washington Wizards,11,11.403007507324219,13.5,14.5,1.0,UNDER,2.0969924926757812,-108.0,True,92.5925925925926,-1.0,True
2,2025-10-26,Pascal Siakam,Indiana Pacers,33,17.106277465820312,22.5,22.5,0.0,UNDER,5.3937225341796875,-103.0,False,-100.0,-0.0,True
2,2025-10-26,Stephon Castle,San Antonio Spurs,13,18.708972930908203,17.5,17.5,0.0,OVER,1.2089729309082031,-115.0,False,-100.0,0.0,True
2,2025-10-26,Noah Clowney,Brooklyn Nets,7,7.245537757873535,,7.5,,UNDER,0.25446224212646484,-120.0,True,83.33333333333334,,False
2,2025-10-26,Sandro Mamukelashvili,Toronto Raptors,16,5.799377918243408,,6.5,,UNDER,0.7006220817565918,-109.0,False,-100.0,,False
2,2025-10-26,Sam Hauser,Boston Celtics,8,10.31284236907959,10.5,9.5,-1.0,UNDER,0.18715763092041016,-116.0,True,86.20689655172413,1.0,True
2,2025-10-26,Klay Thompson,Dallas Mavericks,10,9.194602966308594,11.5,11.5,0.0,UNDER,2.3053970336914062,-107.0,True,93.45794392523365,-0.0,True
2,2025-10-26,Anthony Edwards,Minnesota Timberwolves,5,26.384342193603516,29.5,28.5,-1.0,UNDER,3.1156578063964844,-120.0,True,83.33333333333334,1.0,True
2,2025-10-26,Jalen Brunson,New York Knicks,37,24.742023468017578,25.5,26.5,1.0,UNDER,0.7579765319824219,-103.0,False,-100.0,-1.0,True
2,2025-10-26,Corey Kispert,Washington Wizards,0,6.956388473510742,8.5,8.5,0.0,UNDER,1.5436115264892578,-114.0,True,87.71929824561403,-0.0,True
2,2025-10-26,Anfernee Simons,Boston Celtics,12,15.320025444030762,14.5,14.5,0.0,OVER,0.8200254440307617,-118.0,False,-100.0,0.0,True
2,2025-10-26,Obi Toppin,Indiana Pacers,9,12.073190689086914,14.5,14.5,0.0,UNDER,2.426809310913086,-111.0,True,90.09009009009009,-0.0,True
2,2025-10-26,Max Christie,Dallas Mavericks,17,9.293570518493652,8.5,7.5,-1.0,OVER,0.7935705184936523,-103.0,True,97.0873786407767,-1.0,True
2,2025-10-26,Devin Vassell,San Antonio Spurs,16,16.46974754333496,16.5,16.5,0.0,UNDER,0.030252456665039062,-105.0,True,95.23809523809523,-0.0,True
2,2025-10-26,Bobby Portis,Milwaukee Bucks,10,11.190840721130371,10.5,12.5,2.0,OVER,0.6908407211303711,-127.0,False,-100.0,2.0,True
2,2025-10-26,Mikal Bridges,New York Knicks,20,11.201681137084961,14.5,15.5,1.0,UNDER,3.298318862915039,-107.0,False,-100.0,-1.0,True
2,2025-10-26,Julian Champagnie,San Antonio Spurs,13,9.038000106811523,9.5,9.5,0.0,UNDER,0.46199989318847656,-132.0,False,-100.0,-0.0,True
2,2025-10-26,Dereck Lively II,Dallas Mavericks,4,5.133524417877197,7.5,7.5,0.0,UNDER,2.3664755821228027,-121.0,True,82.64462809917356,-0.0,True
2,2025-10-27,Anthony Black,Orlando Magic,14,10.67722225189209,8.5,7.5,-1.0,OVER,2.17722225189209,-102.0,True,98.0392156862745,-1.0,True
2,2025-10-27,Isaiah Stewart,Detroit Pistons,4,7.998700141906738,6.5,7.5,1.0,OVER,1.4987001419067383,-129.0,False,-100.0,1.0,True
2,2025-10-27,Sam Merrill,Cleveland Cavaliers,11,10.328451156616211,12.5,12.5,0.0,UNDER,2.171548843383789,-119.0,True,84.03361344537815,-0.0,True
2,2025-10-27,Tobias Harris,Detroit Pistons,10,12.56180477142334,14.5,14.5,0.0,UNDER,1.9381952285766602,-127.0,True,78.74015748031496,-0.0,True
2,2025-10-27,Andre Drummond,Philadelphia 76ers,4,5.583924293518066,6.5,7.5,1.0,UNDER,0.9160757064819336,105.0,True,105.0,-1.0,True
2,2025-10-27,Paolo Banchero,Orlando Magic,32,25.202274322509766,24.5,24.5,0.0,OVER,0.7022743225097656,-104.0,True,96.15384615384616,0.0,True
2,2025-10-27,Duncan Robinson,Detroit Pistons,8,8.877904891967773,10.5,11.5,1.0,UNDER,1.6220951080322266,-105.0,True,95.23809523809523,-1.0,True
2,2025-10-27,Kelly Oubre Jr.,Philadelphia 76ers,25,15.311413764953613,14.5,13.5,-1.0,OVER,0.8114137649536133,100.0,True,100.0,-1.0,True
2,2025-10-27,Tristan da Silva,Orlando Magic,0,8.830398559570312,,8.5,,OVER,0.3303985595703125,106.0,False,-100.0,,False
2,2025-10-27,Adem Bona,Philadelphia 76ers,7,8.012765884399414,,7.5,,OVER,0.5127658843994141,-108.0,False,-100.0,,False
2,2025-10-27,Dean Wade,Cleveland Cavaliers,5,5.241199970245361,,5.5,,UNDER,0.25880002975463867,107.0,True,107.0,,False
2,2025-10-27,Ausar Thompson,Detroit Pistons,6,13.636008262634277,14.5,13.5,-1.0,UNDER,0.8639917373657227,-129.0,True,77.51937984496125,1.0,True
2,2025-10-27,De'Andre Hunter,Cleveland Cavaliers,13,12.574756622314453,14.5,14.5,0.0,UNDER,1.9252433776855469,-111.0,True,90.09009009009009,-0.0,True
2,2025-10-27,Javonte Green,Detroit Pistons,2,4.871616363525391,,6.5,,UNDER,1.6283836364746094,-134.0,True,74.6268656716418,,False
2,2025-10-27,Jalen Duren,Detroit Pistons,8,12.205163955688477,12.5,12.5,0.0,UNDER,0.29483604431152344,-105.0,True,95.23809523809523,-0.0,True
2,2025-10-27,Franz Wagner,Orlando Magic,22,20.783828735351562,22.5,22.5,0.0,UNDER,1.7161712646484375,-112.0,True,89.28571428571429,-0.0,True
2,2025-10-27,Jarrett Allen,Cleveland Cavaliers,20,9.045151710510254,11.5,11.5,0.0,UNDER,2.454848289489746,-103.0,False,-100.0,-0.0,True
2,2025-10-27,Tyrese Maxey,Philadelphia 76ers,43,23.043819427490234,28.5,28.5,0.0,UNDER,5.456180572509766,-117.0,False,-100.0,-0.0,True
2,2025-10-27,Wendell Carter Jr.,Orlando Magic,10,8.903843879699707,9.5,10.5,1.0,UNDER,0.596156120300293,-103.0,True,97.0873786407767,-1.0,True
2,2025-10-27,Donovan Mitchell,Cleveland Cavaliers,35,25.150964736938477,26.5,26.5,0.0,UNDER,1.3490352630615234,-105.0,False,-100.0,-0.0,True
2,2025-10-27,Jalen Suggs,Orlando Magic,12,8.203968048095703,9.5,9.5,0.0,UNDER,1.2960319519042969,-109.0,False,-100.0,-0.0,True
2,2025-10-27,Larry Nance Jr.,Cleveland Cavaliers,3,5.890347957611084,,6.5,,UNDER,0.609652042388916,-131.0,True,76.33587786259542,,False
2,2025-10-27,Cade Cunningham,Detroit Pistons,12,24.910860061645508,25.5,26.5,1.0,UNDER,0.5891399383544922,-109.0,True,91.74311926605505,-1.0,True
2,2025-10-27,Evan Mobley,Cleveland Cavaliers,15,18.836366653442383,17.5,19.5,2.0,OVER,1.3363666534423828,-123.0,False,-100.0,2.0,True
2,2025-10-27,Quentin Grimes,Philadelphia 76ers,14,19.215694427490234,15.5,15.5,0.0,OVER,3.7156944274902344,-114.0,False,-100.0,0.0,True
2,2025-10-27,Desmond Bane,Orlando Magic,24,19.324859619140625,17.5,18.5,1.0,OVER,1.824859619140625,-120.0,True,83.33333333333334,1.0,True
2,2025-10-28,Davion Mitchell,Miami Heat,8,8.72490119934082,11.5,11.5,0.0,UNDER,2.7750988006591797,-129.0,True,77.51937984496125,-0.0,True
2,2025-10-28,Andrew Wiggins,Miami Heat,21,13.779738426208496,16.5,19.5,3.0,UNDER,2.720261573791504,-118.0,False,-100.0,-3.0,True
2,2025-10-28,Sion James,Charlotte Hornets,8,5.29234504699707,,5.5,,UNDER,0.2076549530029297,-137.0,False,-100.0,,False
2,2025-10-28,Corey Kispert,Washington Wizards,13,6.482424736022949,8.5,7.5,-1.0,UNDER,2.017575263977051,-128.0,False,-100.0,1.0,True
2,2025-10-28,Quentin Grimes,Philadelphia 76ers,23,18.001005172729492,13.5,14.5,1.0,OVER,4.501005172729492,-126.0,True,79.36507936507937,1.0,True
2,2025-10-28,Tyrese Maxey,Philadelphia 76ers,39,25.28377914428711,28.5,28.5,0.0,UNDER,3.2162208557128906,-113.0,False,-100.0,-0.0,True
2,2025-10-28,Simone Fontecchio,Miami Heat,10,8.065779685974121,,11.5,,UNDER,3.434220314025879,-121.0,True,82.64462809917356,,False
2,2025-10-28,LaMelo Ball,Charlotte Hornets,20,22.858835220336914,25.5,25.5,0.0,UNDER,2.641164779663086,-112.0,True,89.28571428571429,-0.0,True
2,2025-10-28,Joel Embiid,Philadelphia 76ers,25,20.12533187866211,18.5,17.5,-1.0,OVER,1.6253318786621094,-112.0,True,89.28571428571429,-1.0,True
2,2025-10-28,Kyshawn George,Washington Wizards,20,12.00643539428711,15.5,14.5,-1.0,UNDER,3.4935646057128906,-127.0,False,-100.0,1.0,True
2,2025-10-28,Khris Middleton,Washington Wizards,13,11.67301082611084,13.5,13.5,0.0,UNDER,1.8269891738891602,-121.0,True,82.64462809917356,-0.0,True
2,2025-10-28,Collin Sexton,Charlotte Hornets,18,16.442615509033203,18.5,18.5,0.0,UNDER,2.057384490966797,-110.0,True,90.9090909090909,-0.0,True
2,2025-10-28,Bam Adebayo,Miami Heat,26,20.936994552612305,21.5,22.5,1.0,UNDER,0.5630054473876953,-125.0,False,-100.0,-1.0,True
2,2025-10-28,Jaime Jaquez Jr.,Miami Heat,28,12.87353801727295,13.5,14.5,1.0,UNDER,0.6264619827270508,-127.0,False,-100.0,-1.0,True
2,2025-10-28,Cam Whitmore,Washington Wizards,9,8.146441459655762,10.5,11.5,1.0,UNDER,2.3535585403442383,100.0,True,100.0,-1.0,True
2,2025-10-28,Kelly Oubre Jr.,Philadelphia 76ers,17,14.565357208251953,13.5,14.5,1.0,OVER,1.0653572082519531,-110.0,True,90.9090909090909,1.0,True
2,2025-10-28,Ryan Kalkbrenner,Charlotte Hornets,10,7.286128520965576,7.5,8.5,1.0,UNDER,0.21387147903442383,106.0,False,-100.0,-1.0,True
2,2025-10-28,Kon Knueppel,Charlotte Hornets,19,9.96112060546875,13.5,12.5,-1.0,UNDER,3.53887939453125,-122.0,False,-100.0,1.0,True
2,2025-10-28,Miles Bridges,Charlotte Hornets,17,18.66800308227539,19.5,19.5,0.0,UNDER,0.8319969177246094,-123.0,True,81.30081300813008,-0.0,True
2,2025-10-28,Tre Johnson,Washington Wizards,10,12.56061840057373,,12.5,,OVER,0.06061840057373047,-115.0,False,-100.0,,False
2,2025-10-28,VJ Edgecombe,Philadelphia 76ers,14,19.42857551574707,19.5,18.5,-1.0,UNDER,0.07142448425292969,-113.0,True,88.49557522123894,1.0,True
2,2025-10-28,Kel'el Ware,Miami Heat,14,8.617476463317871,10.5,12.5,2.0,UNDER,1.882523536682129,-111.0,False,-100.0,-2.0,True
2,2025-10-28,Tre Mann,Charlotte Hornets,8,7.240658283233643,,8.5,,UNDER,1.2593417167663574,-119.0,True,84.03361344537815,,False
2,2025-10-28,Alex Sarr,Washington Wizards,31,14.432031631469727,13.5,13.5,0.0,OVER,0.9320316314697266,-113.0,True,88.49557522123894,0.0,True
3,2025-10-29,Michael Porter Jr.,Brooklyn Nets,32,16.737895965576172,19.5,19.5,0.0,UNDER,2.762104034423828,-121.0,False,-100.0,-0.0,True
3,2025-10-29,Jaylen Brown,Boston Celtics,30,21.60654067993164,23.5,23.5,0.0,UNDER,1.8934593200683594,-110.0,False,-100.0,-0.0,True
3,2025-10-29,Kevin Durant,Houston Rockets,31,24.004146575927734,25.5,25.5,0.0,UNDER,1.4958534240722656,-117.0,False,-100.0,-0.0,True
3,2025-10-29,Anfernee Simons,Boston Celtics,14,17.9786434173584,14.5,14.5,0.0,OVER,3.4786434173583984,-125.0,False,-100.0,0.0,True
3,2025-10-29,Duncan Robinson,Detroit Pistons,15,9.020773887634277,9.5,9.5,0.0,UNDER,0.47922611236572266,-106.0,False,-100.0,-0.0,True
3,2025-10-29,Cade Cunningham,Detroit Pistons,30,25.200395584106445,26.5,25.5,-1.0,UNDER,1.2996044158935547,-122.0,False,-100.0,1.0,True
3,2025-10-29,Wendell Carter Jr.,Orlando Magic,8,9.355765342712402,10.5,10.5,0.0,UNDER,1.1442346572875977,-118.0,True,84.7457627118644,-0.0,True
3,2025-10-29,Reed Sheppard,Houston Rockets,7,9.500447273254395,10.5,9.5,-1.0,UNDER,0.9995527267456055,-129.0,True,77.51937984496125,1.0,True
3,2025-10-29,Jalen Suggs,Orlando Magic,8,9.350319862365723,11.5,10.5,-1.0,UNDER,2.1496801376342773,-128.0,True,78.125,1.0,True
3,2025-10-29,Sandro Mamukelashvili,Toronto Raptors,10,6.084106922149658,9.5,8.5,-1.0,UNDER,3.415893077850342,-123.0,False,-100.0,1.0,True
3,2025-10-29,Jarrett Allen,Cleveland Cavaliers,16,11.419713020324707,12.5,12.5,0.0,UNDER,1.080286979675293,-116.0,False,-100.0,-0.0,True
3,2025-10-29,Ben Saraf,Brooklyn Nets,0,6.787579536437988,5.5,5.5,0.0,OVER,1.2875795364379883,100.0,False,-100.0,0.0,True
3,2025-10-29,Nickeil Alexander-Walker,Atlanta Hawks,18,12.329923629760742,12.5,12.5,0.0,UNDER,0.1700763702392578,-122.0,False,-100.0,-0.0,True
3,2025-10-29,Luka Garza,Boston Celtics,10,5.357752799987793,,6.5,,UNDER,1.142247200012207,-112.0,False,-100.0,,False
3,2025-10-29,Brandon Ingram,Toronto Raptors,29,19.627609252929688,19.5,19.5,0.0,OVER,0.1276092529296875,-109.0,True,91.74311926605505,0.0,True
3,2025-10-29,Neemias Queta,Boston Celtics,10,6.670080184936523,7.5,8.5,1.0,UNDER,0.8299198150634766,107.0,False,-100.0,-1.0,True
3,2025-10-29,Desmond Bane,Orlando Magic,12,20.545923233032227,19.5,19.5,0.0,OVER,1.0459232330322266,-105.0,False,-100.0,0.0,True
3,2025-10-29,Luke Kennard,Atlanta Hawks,17,6.2189226150512695,,7.5,,UNDER,1.2810773849487305,-129.0,False,-100.0,,False
3,2025-10-29,Larry Nance Jr.,Cleveland Cavaliers,0,5.312655448913574,,6.5,,UNDER,1.1873445510864258,-136.0,True,73.52941176470588,,False
3,2025-10-29,Evan Mobley,Cleveland Cavaliers,19,18.82592010498047,19.5,19.5,0.0,UNDER,0.6740798950195312,-111.0,True,90.09009009009009,-0.0,True
3,2025-10-29,Cam Thomas,Brooklyn Nets,19,23.280269622802734,23.5,23.5,0.0,UNDER,0.21973037719726562,-124.0,True,80.64516129032258,-0.0,True
3,2025-10-29,Lonzo Ball,Cleveland Cavaliers,3,8.429010391235352,6.5,7.5,1.0,OVER,1.9290103912353516,-125.0,False,-100.0,1.0,True
3,2025-10-29,Ochai Agbaji,Toronto Raptors,1,5.3634867668151855,,4.5,,OVER,0.8634867668151855,-122.0,False,-100.0,,False
3,2025-10-29,Jamal Shead,Toronto Raptors,6,6.711577415466309,,5.5,,OVER,1.2115774154663086,-126.0,True,79.36507936507937,,False
3,2025-10-29,Franz Wagner,Orlando Magic,22,21.941503524780273,21.5,21.5,0.0,OVER,0.44150352478027344,-124.0,True,80.64516129032258,0.0,True
3,2025-10-29,Dean Wade,Cleveland Cavaliers,6,5.160593032836914,5.5,5.5,0.0,UNDER,0.33940696716308594,-103.0,False,-100.0,-0.0,True
3,2025-10-29,Noah Clowney,Brooklyn Nets,7,6.112203598022461,7.5,7.5,0.0,UNDER,1.387796401977539,-114.0,True,87.71929824561403,-0.0,True
3,2025-10-29,Isaiah Stewart,Detroit Pistons,9,7.815212249755859,7.5,7.5,0.0,OVER,0.3152122497558594,-128.0,True,78.125,0.0,True
3,2025-10-29,Immanuel Quickley,Toronto Raptors,15,15.120628356933594,16.5,16.5,0.0,UNDER,1.3793716430664062,-124.0,True,80.64516129032258,-0.0,True
3,2025-10-29,Sam Hauser,Boston Celtics,21,9.663583755493164,8.5,8.5,0.0,OVER,1.163583755493164,-119.0,True,84.03361344537815,0.0,True
3,2025-10-29,Anthony Black,Orlando Magic,10,11.471978187561035,9.5,9.5,0.0,OVER,1.9719781875610352,-110.0,True,90.9090909090909,0.0,True
3,2025-10-29,Onyeka Okongwu,Atlanta Hawks,12,14.08369255065918,12.5,13.5,1.0,OVER,1.5836925506591797,-129.0,False,-100.0,1.0,True
3,2025-10-29,Derrick White,Boston Celtics,19,15.049680709838867,19.5,19.5,0.0,UNDER,4.450319290161133,-126.0,True,79.36507936507937,-0.0,True
3,2025-10-29,Tristan da Silva,Orlando Magic,15,6.515544414520264,7.5,6.5,-1.0,UNDER,0.9844555854797363,-133.0,False,-100.0,1.0,True
3,2025-10-29,Day'Ron Sharpe,Brooklyn Nets,2,7.156544208526611,,7.5,,UNDER,0.34345579147338867,-118.0,True,84.7457627118644,,False
3,2025-10-29,Alperen Sengun,Houston Rockets,18,22.032039642333984,21.5,21.5,0.0,OVER,0.5320396423339844,-122.0,False,-100.0,0.0,True
3,2025-10-29,Paolo Banchero,Orlando Magic,24,25.866436004638672,24.5,24.5,0.0,OVER,1.3664360046386719,-116.0,False,-100.0,0.0,True
3,2025-10-29,Scottie Barnes,Toronto Raptors,31,18.294939041137695,17.5,17.5,0.0,OVER,0.7949390411376953,-111.0,True,90.09009009009009,0.0,True
3,2025-10-29,Zaccharie Risacher,Atlanta Hawks,8,8.289819717407227,10.5,10.5,0.0,UNDER,2.2101802825927734,-106.0,True,94.33962264150944,-0.0,True
3,2025-10-29,Jalen Duren,Detroit Pistons,21,11.41559886932373,12.5,12.5,0.0,UNDER,1.0844011306762695,-119.0,False,-100.0,-0.0,True
3,2025-10-29,Payton Pritchard,Boston Celtics,10,16.00191879272461,16.5,16.5,0.0,UNDER,0.4980812072753906,-115.0,True,86.95652173913044,-0.0,True
3,2025-10-29,Tyrese Martin,Brooklyn Nets,13,7.069998264312744,,7.5,,UNDER,0.43000173568725586,-127.0,False,-100.0,,False
3,2025-10-29,De'Andre Hunter,Cleveland Cavaliers,18,12.845315933227539,15.5,17.5,2.0,UNDER,2.654684066772461,-112.0,False,-100.0,-2.0,True
3,2025-10-29,Josh Minott,Boston Celtics,11,5.844472408294678,7.5,7.5,0.0,UNDER,1.6555275917053223,104.0,False,-100.0,-0.0,True
3,2025-10-29,Amen Thompson,Houston Rockets,18,13.780288696289062,15.5,15.5,0.0,UNDER,1.7197113037109375,-108.0,False,-100.0,-0.0,True
